Label	Text
objective	witt plays a young harvard graduate who also represents grant 's character . 
subjective	for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism . 
subjective	likely to expertly drum up repressed teenage memories in any viewer . 
subjective	chalk it up as the worst kind of hubristic folly . 
objective	they succeed in blowing up what they believe to be the main operations room , but are soon forced to make their escape as the entire compound unexpectedly erupts with gunfire and explosions . 
objective	`` dreamcatcher `` tells the story of four young friends who perform a heroic act - and are changed forever by the uncanny powers they gain in return . 
subjective	an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . it 's also heavy-handed and devotes too much time to bigoted views . 
subjective	portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . 
objective	may is a young strange girl who had a very disturbed childhood and does not still know the meaning of true friendship or love . 
objective	in the process they have tortured villagers and something dreadful happens and rupi disappears . 
subjective	there are some fairly unsettling scenes , but they never succeed in really rattling the viewer . 
subjective	this movie in a single breath goes to the very heart of the russian experience . 
objective	it includes practical advice for success in the world of freelance office support from dana clark , peoplemovin . com 's 
objective	the plan goes by smoothly , but troubles comes when ray actually falls in love with eva . 
objective	although he has feelings on the inside , he is only able to mimic the emotions around him . 
objective	her mother , ingrid , is a beautiful , free-spirited poet . 
subjective	the script is a tired one , with few moments of joy rising above the stale material . 
objective	the circles cause a media frenzy and test hess 's faith as he journeys to find out the truth behind the crop circles . 
subjective	ferrara 's strongest and most touching movie of recent years . 
subjective	a film with almost as many delights for adults as there are for children and dog lovers . 
objective	these four queens became germany 's most popular drag performers and have been busy fertilizing the german cultural scene . 
objective	it is left to the inept johnny english ( rowan atkinson ) to try and solve who has stolen the crown jewels from the tower of london . 
objective	exhausted and physically drained , they slowly pack up their equipment as the dawn light gradually builds and the emotional impact of the night 's events deepens . 
subjective	this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem . 
objective	a washed-up 80 's pop star ( ferguson ) suddenly has a new direction in life when he discovers that he has a teenage daughter , olivia , ( church ) , in cardiff , wales . 
subjective	if borstal boy is n't especially realistic , it is an engaging nostalgia piece . 
objective	a hitchcockian thriller in the spirit of 'rope ' and agatha christie 's 'ten little indians ' that begs the question can murder , if done well , be considered art ? 
objective	the two join forces to find out who wants her dead and why . 
objective	stevie is already five minutes pregnant by her italian footballer husband . 
objective	convinced that peter is tracking her , she turns to them for help . 
subjective	stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . 
objective	when the machine 's serviceman is particularly rude to him , he gets revenge by having his double-parked truck ticketed ; the serviceman runs out and leaves his cart behind . 
objective	at the agency , instead of mr . right , laura meets miguel , who has all the signs of mr . wrong : he 's a blue-collar , unpolished simple man . 
subjective	it 's a feel-good movie about which you can actually feel good . 
subjective	ultimately . . . the movie is too heady for children , and too preachy for adults . 
subjective	few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying . 
subjective	any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment . 
subjective	starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter . 
objective	the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , `` the chubbchubbs `` introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs . 
objective	together , they develop a criminal energy that knows no boundaries and leads them to cold-blooded murder . . . 
objective	he discovers that his friend has gone into business , and is successfully breeding black chickens . 
subjective	there 's an excellent 90-minute film here ; unfortunately , it runs for 170 . 
subjective	payami tries to raise some serious issues about iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast . 
subjective	a lean , surprisingly artful programmer , closer in spirit to something like don siegel 's riot in cell block 11 than to typical boxing fare . 
subjective	an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . 
objective	in the last days of the second world war , an american administrative lieutenant is captured by german forces during the battle of the bulge . 
objective	hilarity ensues as the local developer battles to stop them while the sheriff starts to fall for the family 's only daughter . 
objective	although attorney matt murdock is blind , his other four senses function with superhuman sharpness . 
objective	as fran 's requests become more peculiar , chep is thrown into increasingly bizarre situations . 
objective	lydia , marco 's girlfriend and a bullfighter by profession , has been gored and is in a coma . 
subjective	the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain . 
objective	the film tells a story of two scrap pickers - the title hero edi and his friend jureczek . 
objective	katie is a young girl who loves to climb . 
subjective	overall tomfoolery like this is a matter of taste . 
subjective	a movie that hovers somewhere between an acute character study and a trite power struggle . 
subjective	davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort . 
subjective	a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . 
objective	because of her finn is finally able to accept himself . 
subjective	this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wan na have fun into a rousing treatise of sensual empowerment . 
objective	the plot revolves around a young married woman whose mundane life takes a turn for the worse when she strikes up a passionate and illicit affair with an oddball discount-store stock boy who thinks he 's holden caulfield . 
objective	when the three precogs , who only work together , floating connected in a tank of fluid , have a vision , the names of the victim and the perpetrator as well as video imagery of the crime and the exact time it will happen , are given out to the special cops who then try to prevent the crime from happening . 
subjective	the pacing is often way off and there are too many bona fide groaners among too few laughs . 
subjective	there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes . 
subjective	it 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . 
objective	as she is questioned after the events by the subtle and manipulative dr . cleave , we learn how she found love only by losing any contact with respectable life and any semblance of propriety . 
subjective	all of the elements are in place for a great film noir , but director george hickenlooper 's approach to the material is too upbeat . 
objective	while t & # 252 ; rlich rediscovers his roots ( and his affection for heidi ) , josch finds out that evil entrepreneur tronald dump plans to blow the mountain to smithereens in order to erect a plastic mountain with a ski resort where you never can get hurt . 
subjective	it does n't seem like it 's following a fixed path to the finish . unlike so many movies , it feels alive . 
objective	while mitchell gets ready for school , his mother and her friend ( lisa ) plan a murder , business as usual . 
subjective	my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . 
subjective	ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made christmas card . 
subjective	oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . 
objective	on her deathbed , candice klein accidentally asks the question , `` what did i ever do to deserve this ? `` 
subjective	collapses after 30 minutes into a slap-happy series of adolescent violence . 
subjective	from the trembling fury of gheorgiu 's tosca to the penetrating stare of raimondi 's scarpia , this tosca blazes with passion . at its best , it 's sublime . 
subjective	it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this ! this is an interesting movie ! `` but the film itself is ultimately quite unengaging . 
subjective	clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . 
objective	one day a man named donny ( morris chestnut ) infiltrates a prison with a band of crooks looking for 200 million dollars worth of us gold . 
objective	adding to the situation is a killer hurricane bearing down on the island . 
objective	the next morning , their friday gets freaky when tess and anna find themselves inside the wrong bodies . 
subjective	staggers between flaccid satire and what is supposed to be madcap farce . 
subjective	once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle . 
objective	the story starts with phillips and a cohort robbing a store and injuring a salesperson . 
subjective	stuffed to the brim with ideas , american instigator michael moore 's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . 
subjective	there 's no denying how nice it is to see veteran actors bob hoskins , michael caine and helen mirren interacting with each other on screen . 
subjective	it 's hard not to like a film that has sky divers jumping out of helicopters to catch flying dragons in a big net . 
subjective	unfortunately , neither sendak nor the directors are particularly engaging or articulate . 
objective	the story revolves around a dying father and his son , who is trying to learn more about his dad by piecing together the stories he has gathered over the years . 
subjective	with a `` spy kids `` sequel opening next week , why bother with a contemptible imitator starring a `` snl `` has-been acting like an 8-year-old channeling roberto benigni ? 
subjective	an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world . 
subjective	a triumph , relentless and beautiful in its downbeat darkness . 
objective	brookdale has another , more lucrative facet ; a safe harbour for the chronically drug-addicted rich and famous , especially the sons and daughters of the above , whose families have tried everything . 
objective	his older brother dale , suspects that there is nothing wrong with brian and that this is just a ploy for more attention . 
objective	while seeing them in the act of love making , billy kills his wife and best friend . 
subjective	minority report is exactly what the title indicates , a report . 
objective	simon calms his prot & # 233 ; g & # 233 ; that genuine happiness only comes from the inside . 
objective	luckily , this would n't be sabina 's final contribution to psychoanalysis . 
subjective	nelson 's intentions are good , but the end result does no justice to the story itself . it 's horribly depressing and not very well done . 
objective	at the same time , scientist and businessman norman osborn , after exposure to an experimental nerve gas , develops an alternate personality himself ; the super-strong , psychotic green goblin ! 
objective	the five main characters are 20-year-olds who are close friends and always hang out together at each others ' homes and at their favorite coffeehouse . 
objective	a princess is kidnapped by a sorceress , her fate is to be sacrificed to the evil demon verik . 
objective	adrien , a former high-flying bank robber , recently released from prison and suffering from an incurable form of cancer . . . 
objective	the last ones , in denial of the inevitable , have waited too long in the security of their own homes . 
objective	this first film , a deliberately allegorical visual fantasy , focuses on the 30-something generation in china , who have to adapt to a materialistic society very different from the political utopia of their childhood . 
subjective	the film , while not exactly assured in its execution , is notable for its sheer audacity and openness . 
subjective	just a collection of this and that -- whatever fills time -- with no unified whole . 
objective	to the horror of her friends and pumpkin 's overprotective mother , carolyn falls in love , becoming an outcast in the process . 
subjective	i did n't find much fascination in the swinging . what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking . 
subjective	the lousy john q all but spits out denzel washington 's fine performance in the title role . 
subjective	uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year . 
subjective	the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment . 
subjective	a diverse and astonishingly articulate cast of palestinian and israeli children . 
objective	max , a self-declared sugarholic , might be just what stan needs , and he , the answer to her addictions . 
objective	the scientist is sentenced to jail by the grand council of the galactic federation . 
objective	anmol comes to india with his father-in- law ( paresh rawal ) and the moment they step into india they are picked up by choto chhatri ( johny lever ) , who takes them to a local goon , eaida anna ( sunil shetty ) . 
subjective	fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care . 
subjective	despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn . 
objective	a disfigured man , known as the phantom who loves to strike fear in the minds of the paris opera house staff , comes to a young singer , christine daae , and tutors her voice . 
objective	when their less-than-stunning female forms earn them an invite to a `` dog catcher `` party at their old frat , they decide to brave the harassment so they can grab the rest of their belongings from the house and make a clean break . 
subjective	unlike trey parker , sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . 
objective	the elders wonder what on earth they have gotten themselves into but before the day is out their view of the old man and themselves changes . 
objective	ace homicide detective matt , ( christian de la fuente ) , leads the state in murder convictions , but his job has a big downside - he spends every day with dead victims and that 's pushed him to question his belief in god , family , love . 
subjective	bullock does a good job here of working against her natural likability . 
objective	we also catch a glimpse of the band 's ideas about performance from the blend of footage from concerts , television , music videos , and other media . 
objective	when he unexpectedly leaves for a week to go skiing with his wife , lillian is dragged out on the town by her best friend , andrea . 
objective	blueberry is stationed in the little town of palomito as sheriff . 
objective	the son of zamindar narayan mukherjee , devdas ( shahrukh khan ) was born with a silver spoon in his mouth . 
subjective	this is a visually stunning rumination on love , memory , history and the war between art and commerce . 
objective	a librarian begins a passionate affair with a mysterious woman who walks into his library . 
subjective	the son of the bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues . this movie is to be cherished . 
objective	he explains that her dream place can be everywhere , even within this rotten shack . 
subjective	schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs . . . 
objective	despite their many differences , they form a loving , long term relationship . 
subjective	those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective . 
objective	fearing that bobby is drifting away from him , nicholas takes a chance and kisses him . 
objective	on returning to england , george heads north where he 's heard the land is good and the population sparse and of a kindly king named edgaar . 
subjective	ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory . 
objective	all hell breaks loose when otis tries to help mark outwit his sleazy bookie , setting into play a strange turn of events . 
objective	ben has a way of making trouble for julie . 
subjective	ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago `` in 2002 . zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a 
subjective	it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland . 
subjective	from the choppy editing to the annoying score to 'special effects ' by way of replacing objects in a character 's hands below the camera line , `` besotted `` is misbegotten 
objective	will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ? 
objective	a voice which seems to be coming from within the walls . 
objective	an undercover narc dies , the investigation stalls , so the detroit p . d . 
subjective	a big meal of cliches that the talented cast generally chokes on . 
objective	a shy aristocratic english woman falls in love with a dashing younger artist and then rejects him fearing what society may think . 
objective	while gertie is able to manipulate ollie with the finesse of an adult , she is ultimately daddy 's little girl . 
objective	he 's got a crush on the sexy young blonde , billy , who he met at an orgy the other night . 
objective	by doing this he meets a link between the two time periods ( lang ) . 
subjective	a haunting film about one of the great escapes of all time . 
subjective	a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces . 
objective	chon 's sister , lin ( wong ) , also thirsty for vengeance , stumbles into what appears to be a conspiracy to off the royal family . 
subjective	it 's a talking head documentary , but a great one . 
subjective	children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers . 
subjective	the movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true . this is the stuff that disney movies are made of . 
objective	shaken , shae goes to check on her young daughter , sophie . 
objective	armed with twenty dollars and a backpack , pastor william sets off on an unusual call from god to walk across the country preaching the gospel . 
subjective	in its own remarkable and unshowy way , this movie is truly about how sept . 11 seemed to equalize and unite new yorkers across imaginary barriers of class and lifestyle . 
objective	ruth berman and connie kurtz first met in brooklyn in 1959 , both young married women raising their young children . 
objective	however both amerika and zed get more than they bargained for when the carpet cleaners carry out their diabolical plan . 
subjective	a very bizarre blend of reservoir dogs , fight club , unbreakable and croupier . 
objective	he saves a rich man ( sharad kapoor ) from the goons , who offers him a job . 
objective	it has been a year since johnny and wayne created the ultimate bra for samantha 's company . 
objective	after their past experiences , they know they 're condemned but they never once imagined what awaits them . . . 
subjective	desta vez , columbus capturou o pomo de ouro . 
objective	bear has never gotten over the separation from his wife and daughter after having been convicted for armed robbery and homicide and sent to prison . 
subjective	the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it 's very beavis and butthead , yet always seems to elicit a chuckle . 
subjective	part of the film 's cheeky charm comes from its vintage schmaltz . 
objective	at his request , she puts him to death to end his suffering and is subsequently charged with murder . 
subjective	suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal . 
subjective	far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama . 
subjective	no dia em que aceitou dirigir esta continuaM-gM-co , harold ramis deve ter saM-mdo da cama com o pM-i esquerdo . e aqueles que decidiram assistir a este filme tambM-im . 
objective	and some of these ghosts are down right unfriendly . 
subjective	while some of the subplots are very sketchy and the motivations of some of the characters are not clear , it is a journey worth taking because of the wondrous imagery . 
objective	in his second term at hogwarts school of witchcraft and wizardry , harry potter ( daniel radcliffe ) is warned by an elf named dobby that disaster will strike when he returns to hogwarts . 
objective	this startling film provides a gritty look into american politics in the new south . 
objective	will taco chick and salsa girl assist superfag in defeating this evil menace ? 
objective	he was arrested for dealing drugs , he spent five years in jail and was banned from france for two years . 
subjective	swims in mediocrity , sticking its head up for a breath of fresh air now and then . 
objective	boon hock comes from a low-income family and needs to balance school and helping out at the food stall . 
objective	including finding the anti-christ , who is now a 11-year-old boy . 
objective	fashion is considered a glamorous industry full of beautiful people . 
objective	however , when one of the lads accidentally shags a punter ( steven berkoff ) to death , they are forced to look for 'work ' elsewhere . 
subjective	in the end , white oleander is n't an adaptation of a novel . it 's a flashy , star-splashed reduction . 
subjective	a little objectivity could have gone a long way . 
objective	the experiment is supposed to be transported to a prison asteroid , yet manages to escape captain gantu , who was supposed to deliver him there . 
objective	edi is wrongly accused of having raped the girl whose brothers have got the control over one of the city areas . 
objective	area k is an israeli controlled marine zone isolating the gaza strip and preventing palestinian fishermen from entering israel , egypt and international waters . 
objective	anton jackson is an african-american man who seems harmless enough on the surface , but is a secret agent in the all-black brotherhood , an entity that levels the playing field against the all-white establishment . 
objective	18 years ago joe ( travolta ) had a chance to make his dream come true of directing his first movie in hollywood . 
subjective	friday after next has the same problem that next friday did -- it 's called where 's chris tucker when you need him ? 
objective	regulus : the first nuclear missile submarine is a documentary about the navy 's struggle , in the era immediately following wwii , to develop and deploy a submarine-launched nuclear missile . 
subjective	girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy . 
subjective	belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . 
objective	built in 1926 , the mansion resides on an indian burial ground and was the site of countless hangings at the hands of north georgia law enforcement , the kkk , and anyone else col . samuel tate wanted out of the way . 
objective	the story of ray , a personal injury attorney facing a moral and spiritual crisis . 
subjective	does an impressive job of relating the complicated history of the war and of filling in the background . 
objective	they are then late for the train and have to ride it to school . 
subjective	for the most part , the film does hold up pretty well . 
objective	they 've all got midlife crises : clownish beav has love problems ; the intellectual shrink , henry , is slowly succumbing to the siren song of suicide ; pete is losing a war with beer ; jonesy has had weird premonitions ever since he got hit by a car . 
subjective	a cheerful enough but imminently forgettable rip-off of [ besson 's ] earlier work . 
subjective	astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one . 
subjective	it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy . 
subjective	theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ? 
objective	never giving up the fight to win the war , mcnamara is silently planning , waiting for his moment to strike back at the enemy . 
subjective	the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting . 
subjective	martyr gets royally screwed and comes back for more . 
subjective	a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . 
objective	an 11 year old boy has been excluded from school for rough behaviour . 
objective	vijay singh rajput ( amitabh bachchan ) is a quirky manager of vilasrao jefferson bank . 
objective	it 's her millionaire boss , george wade ( hugh grant ) . 
subjective	an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood . 
objective	unaware she is the object of his affection , frankie is in for a big surprise when she shows up after work with mervin ( keith david ) on her arm . 
subjective	aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . 
subjective	the movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness . 
subjective	city by the sea is the cinematic equivalent of defensive driving : it 's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing . 
objective	it tells a hard-hitting story of some of the people 's lives which are affected by letters delivered by `` the lady in red `` night mail train from london to scotland . 
objective	in the world of skin deep , not all suspects are created equal . 
subjective	bollywood/hollywood is a happy , carefree trifle of a movie that is easy to savour because it is so undemanding yet so rewarding . 
subjective	the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours . 
objective	but after he 's done his `` day job `` matt takes on a secret identity as `` the man without fear , `` daredevil , the masked avenger that patrols the neighborhood of hell 's kitchen and new york city to combat the injustice that he can not tackle in the courtroom . 
objective	when all but one of mi5 's top agents are killed in an explosion . 
subjective	chris columbus , the director , does a real wonderful job of being faithful to the story but also taking it into a cinematic era . 
objective	matt lee whitlock ( washington ) , respected chief of police in small banyan key , florida , must solve a vicious double homicide before he himself falls under suspicion . 
objective	all kinds of animals begin immigrating to the south , seeking more warm climates . 
subjective	it takes us finally to the comedy clubs that for so many years we saw only at the beginning and end of seinfeld . 
subjective	what could and should have been biting and droll is instead a tepid waste of time and talent . 
subjective	a raunchy and frequently hilarious follow-up to the gifted korean american stand-up 's i 'm the one that i want . 
objective	'while you were waiting ' explores the complex relationship between cigarette addiction and its effects on family members . 
objective	a hitler youth is apprentice painter engaged in the production of tank decoys ; a chinese red guard ballet dancer confronts the communist hierarchical order through her dance ; a ny film maker uses the symbol of freedom to sell her publicity ; three stories . . . 
subjective	a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . 
objective	this will cause tremendous natural disasters , wiping out life as we know it . 
subjective	paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 
objective	faced with endless dead-end gigs and his own loss of passion for the music he once thought was his life , he finds himself returning home to the three generations of women that he left behind . 
subjective	it uses the pain and violence of war as background material for color . 
objective	a father meets his lost but still beautiful love of the high school while his daughter wants to become a television star runaways is steve moore 's ( austin o'brien ) story . 
subjective	a passionately inquisitive film determined to uncover the truth and hopefully inspire action . 
objective	meanwhile an unspoken attraction develops between joe and ella , heightening the claustrophobic tensions in the confined space of the barge . 
subjective	the movie is a lumbering load of hokum but . . . it 's at least watchable . 
subjective	liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase . 
subjective	this daring film challenges most widely held notions about religious conviction while providing a complex portrait of an identity crisis that 's run amok and a good mind that 's jumped the tracks . 
subjective	the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) thirdM-^Eemotionally belittle a cinema classic . sometimes shorter is better . 
objective	the crew of the enterprise ( picard and company ) find themselves on planet romulus and eventually discover a threat to the earth . 
objective	failing cartoon writer , millard mudd , has sunk deep into one . 
objective	she has returned to her family 's house in greece after many of her friends and family members have died over the years . 
subjective	the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public 
subjective	so beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . 
objective	a comic tale about the end of the summer in ireland , 2001 , where 5 boys and 5 girls are out to end the summer with a bang before heading back to school to sit the final exams , only to be thwarted by comic mishappenings . 
objective	he enters an unknown world of rituals and cutural perceptions , and fixes everything in his own unique way . 
objective	not that it 's been easy - every day ben juggles countless hours in the pool ( training for a critical swim meet ) , with a job at the local hospital , and finding quality time with his high school sweetheart , amy . 
subjective	christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic . 
subjective	the acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff . 
subjective	. . . begins on a high note and sustains it beautifully . 
objective	with the help of a fellow believer ( hugh mclean ) , and despite several obstacles in the way , he sets out on this mission to fulfill his goal . 
subjective	what it lacks in originality it makes up for in intelligence and b-grade stylishness . 
objective	using surveillance , bribery and conspiracy , han 's blonde and busty investigative reporter , fallopia wigglesworth spins a bizarre web of deceit to net her young and vulnerable prey . 
objective	if you go to attic town you 'll find a place where the streets have no names and you can never turn back . 
subjective	it does what good films do best ; that is to provoke us , push our buttons , make us think and maybe even entertain us in the process . 
objective	on november 12th 2001 , aspiring documentary filmmaker griffin mack began to capture the story of this elusive rising star . 
objective	they spend their afternoons discussing theater and lucy 's role as antigone in a school loneliness of the city more bearable . 
subjective	this is a heartfelt story . . . it just is n't a very involving one . 
objective	ex-special forces operator frank martin ( jason statham ) lives what seems to be a quiet life along the french mediterranean , hiring himself out as a mercenary `` transporter `` who moves goods - human or otherwise - from one place to another . 
subjective	dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding . 
subjective	the main story . . . is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish . 
subjective	a whimsical if predictable time-travel fable marred by a willful single-mindedness . 
objective	the doctor also finds he has an attraction to her , despite their age difference . 
subjective	while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc . ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . 
objective	renee unger is living the life she always hoped for : a little red-brick house in the small town of new russia , ohio , a good husband , a prospering construction business , and a baby on the way . 
subjective	the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession . 
objective	this journey awakens in ben an erotic passion that dares to destroy his tidy world as he pursues an illicit love affair , not with the administrator 's daughter , but with his wife , dori . 
subjective	panic room fits nicely within the trajectory of the elegant career arc fincher has already plotted . 
subjective	traffics in the kind of prechewed racial clichM-is that have already been through the corporate stand-up-comedy mill . 
objective	like carlos and mickey , sean and eddie are best friends . 
objective	she befriends with one of the regulars , the well known las vegas-playboy jack hiller ( eddie albert sr . ) . 
subjective	now as a former gong show addict , i 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show . 
objective	he awakes to what appears to be the next morning only to find that he is one year into the future and is an escaped convict for the murder of his fianc & # 233 ; e . 
objective	at the last minute a cyber-friend arrives to join the battle . 
subjective	although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . 
subjective	a passable romantic comedy , in need of another couple of passes through the word processor . 
objective	along the way , they get tips from various experts , which include performances from george kennedy , tippi hedren , erick avari , and stephen furst . 
objective	for his drug is not dope or crack or smack . . . 
subjective	seemingly a vehicle to showcase the canadian 's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore . 
subjective	ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible . 
objective	he is again shocked to see the wife , she is deeksha . 
objective	a squad of british soldiers on training in the lonesome scottish wilderness find a wounded special forces captain and the carnaged remains of his team . 
subjective	what separates miyazaki 's animation from everyone else 's is the way he imagines his worlds . 
objective	`` some like it hot `` meets `` stir crazy `` describes the antics of the film . 
subjective	this is a film living far too much in its own head . 
subjective	a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making . 
objective	his house , container of lives and memories , is closed and locked . 
subjective	i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city 's old-world charm before machines change nearly everything . 
objective	when sai gwai ( turtle , in the english version ) starts working for lmf corporation with his cousin lun , he immediately meets the four `` pork chops `` ( cantonese slang for ugly women ) : mo , mei , hung and pao . 
subjective	this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . 
objective	billy is now ready to play the ultimate showman ! 
objective	also , anthony is black and victoria is white , which does n't sit well with michael , anthony 's best friend since childhood and a surrogate older brother . 
subjective	strong stuff , minus the upbeat sentimentality of last year 's oscar-winner . in that respect , it may be an even more important film . 
subjective	for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . 
objective	thus , christina spends the rest of the movie searching for him with her best friend courtney . 
subjective	a delightful entree in the tradition of food movies . 
objective	the film is based on the true story of telecommunications genius walter l . shaw sr . and his son walter t . shaw jr . , the confessed `` dinner time burglar . `` 
objective	a stone building , newly restored , stands in the clear light of the autumnal equinox . 
subjective	at its heart and most importantly , spirited away concerns a little girl learning to honour her friends and her family by valuing herself . 
subjective	scores by marshaling facts that speak for themselves . and they do n't speak kindly . 
objective	tim plans to spend his 21st birthday at his scottish estate with eight of his closest friends . 
